restaurant_id,name,category,price_tier,neighborhood,opening_hours,closing_hours,good_for_kids
321,Kling-Jacobs,Mexican,Medium,Morningside Heights,9:00,22:00,FALSE
322,Gibson-Schaefer,Austrian,Medium,Sunnyside,9:00,22:00,FALSE
323,Abbott-Maggio,Ghanaian,Medium,Long Island City,9:00,22:00,FALSE
324,Gleichner Group,British,Expensive,Brighton Beach,9:00,22:00,FALSE
325,O'Connell-Spencer,Nigerian,Expensive,Forest Hills,9:00,22:00,FALSE
326,Boyer-Keebler,Turkish,Medium,Astoria,9:00,22:00,FALSE
327,Zboncak LLC,Norwegian,Cheap,Chinatown,9:00,22:00,FALSE
328,Breitenberg-Schmidt,Uzbek,Cheap,Morningside Heights,9:00,22:00,FALSE
329,"Williamson, Tremblay and Klein",Danish,Expensive,Rego Park,9:00,22:00,FALSE
330,"Littel, Bednar and Hammes",Jordanian,Medium,Washington Heights,9:00,22:00,FALSE
331,Trantow-Kling,Slovak,Medium,Upper East Side,9:00,22:00,FALSE
332,"Kirlin, Fay and McKenzie",Croatian,Cheap,West Village,9:00,22:00,FALSE
333,Bednar-Bartoletti,Swiss,Expensive,Coney Island,9:00,22:00,TRUE
334,Stiedemann Inc,Thai,Expensive,Nolita,9:00,22:00,FALSE
335,Reichert Inc,Portuguese,Medium,Chinatown,9:00,22:00,TRUE
336,Armstrong Inc,Swiss,Medium,Chelsea,9:00,22:00,TRUE
337,Gibson Inc,Emirati,Medium,Morningside Heights,9:00,22:00,FALSE
338,Walker-Zemlak,Peruvian,Medium,Harlem,9:00,22:00,TRUE
339,"Thompson, Kemmer and Waters",Vietnamese,Medium,Kips Bay,9:00,22:00,TRUE
340,Upton-Marks,Korean,Expensive,Gramercy,9:00,22:00,FALSE
341,Davis-Reynolds,Qatari,Cheap,Chinatown,9:00,22:00,FALSE
342,"Herman, Lockman and Brekke",Swedish,Medium,Sunnyside,9:00,22:00,FALSE
343,Leannon-Steuber,Russian,Expensive,Elmhurst,9:00,22:00,FALSE
344,Moore Inc,Azerbaijani,Medium,Greenpoint,9:00,22:00,FALSE
345,Anderson-Hansen,Mediterranean,Medium,Flatiron District,9:00,22:00,FALSE
346,"Goodwin, Strosin and Marquardt",Kenyan,Expensive,Nolita,9:00,22:00,FALSE
347,Kshlerin-Walsh,Romanian,Medium,East Village,9:00,22:00,FALSE
348,D'Amore-Bruen,Malaysian,Cheap,Nolita,9:00,22:00,FALSE
349,"Sanford, Ryan and Bogan",Icelandic,Expensive,Inwood,9:00,22:00,TRUE
350,Kemmer and Sons,Bulgarian,Cheap,Morningside Heights,9:00,22:00,TRUE
351,Larson-Bauch,Cuban,Expensive,Kips Bay,9:00,22:00,TRUE
352,"Mante, Casper and Gutmann",Malaysian,Expensive,Jackson Heights,9:00,22:00,TRUE
353,Treutel-Ruecker,Austrian,Expensive,East Village,9:00,22:00,FALSE
354,Bruen-Jenkins,Georgian,Expensive,Times Square,9:00,22:00,TRUE
355,Rice-O'Keefe,Vietnamese,Expensive,Lower East Side,9:00,22:00,TRUE
356,Toy Group,Swiss,Cheap,Flatiron District,9:00,22:00,FALSE
357,"Maggio, Lakin and Senger",Romanian,Medium,Upper East Side,9:00,22:00,TRUE
358,Wiza-Zieme,Nepali,Expensive,Sutton Place,9:00,22:00,TRUE
359,Schmeler-Murphy,Emirati,Cheap,Sutton Place,9:00,22:00,TRUE
360,Price-Toy,Latvian,Cheap,Midtown,9:00,22:00,FALSE
361,Wehner-Jacobs,Norwegian,Expensive,Little Italy,9:00,22:00,FALSE
362,"Crona, Franecki and Abernathy",French,Medium,Upper East Side,9:00,22:00,TRUE
363,Cummerata Inc,Portuguese,Medium,Flatiron District,9:00,22:00,TRUE
364,Abbott LLC,Estonian,Cheap,Jamaica,9:00,22:00,FALSE
365,"Ruecker, Wolf and McGlynn",Brazilian,Expensive,Sutton Place,9:00,22:00,FALSE
366,Kerluke-Harvey,Croatian,Cheap,Coney Island,9:00,22:00,TRUE
367,"DuBuque, Torphy and Pfannerstill",Belgian,Medium,Upper West Side,9:00,22:00,FALSE
368,Pfannerstill-Deckow,Kenyan,Cheap,Gramercy,9:00,22:00,TRUE
369,"Mraz, Sawayn and Leannon",Danish,Expensive,Coney Island,9:00,22:00,TRUE
370,Powlowski-Steuber,Indonesian,Expensive,NoHo,9:00,22:00,TRUE
371,"Ullrich, Bayer and Pollich",Finnish,Medium,Bushwick,9:00,22:00,FALSE
372,Beier-Kerluke,Croatian,Cheap,East Harlem,9:00,22:00,TRUE
373,Brown Group,Danish,Cheap,Financial District,9:00,22:00,TRUE
374,"Green, Labadie and Wintheiser",South African,Medium,Flushing,9:00,22:00,TRUE
375,Bogisich-Walter,Icelandic,Expensive,Sutton Place,9:00,22:00,TRUE
376,Simonis-Goyette,Indonesian,Cheap,Jamaica,9:00,22:00,FALSE
377,Brekke-Kessler,Indonesian,Medium,Flatbush,9:00,22:00,FALSE
378,Rempel-Spinka,Iraqi,Cheap,Chelsea,9:00,22:00,FALSE
379,Wolff-Mraz,Thai,Expensive,East Harlem,9:00,22:00,TRUE
380,"Bosco, Lang and Skiles",Mediterranean,Medium,Woodside,9:00,22:00,TRUE
381,"Blick, Wuckert and Hessel",Iranian,Expensive,Kips Bay,9:00,22:00,TRUE
382,"Kertzmann, Corwin and Connelly",French,Medium,Upper West Side,9:00,22:00,TRUE
383,Leannon and Sons,Danish,Cheap,Nolita,9:00,22:00,TRUE
384,DuBuque Inc,South African,Expensive,Midtown,9:00,22:00,FALSE
385,Schumm and Sons,Egyptian,Cheap,East Village,9:00,22:00,TRUE
386,Daugherty-Schaefer,Lebanese,Medium,Bensonhurst,9:00,22:00,FALSE
387,Nienow-Romaguera,Uzbek,Medium,Jamaica,9:00,22:00,FALSE
388,Walker-Rolfson,Tajik,Medium,Brighton Beach,9:00,22:00,FALSE
389,"Hettinger, Koepp and Willms",Pakistani,Medium,Park Slope,9:00,22:00,FALSE
390,Walter-Hamill,Pakistani,Cheap,Battery Park City,9:00,22:00,FALSE
391,Swaniawski-White,Iraqi,Cheap,West Village,9:00,22:00,TRUE
392,Greenfelder LLC,Australian,Cheap,Sunnyside,9:00,22:00,FALSE
393,Thiel Inc,Azerbaijani,Cheap,Washington Heights,9:00,22:00,FALSE
394,"Rosenbaum, Gorczany and Williamson",Jordanian,Cheap,Jackson Heights,9:00,22:00,FALSE
395,Kemmer LLC,Iraqi,Medium,Forest Hills,9:00,22:00,TRUE
396,Block-Keeling,Estonian,Cheap,Crown Heights,9:00,22:00,TRUE
397,"Witting, Osinski and Collins",Ethiopian,Expensive,Greenpoint,9:00,22:00,TRUE
398,"Howe, Hamill and Steuber",Turkish,Cheap,Upper East Side,9:00,22:00,TRUE
399,McCullough Group,Russian,Medium,Bay Ridge,9:00,22:00,TRUE
400,Carroll LLC,Lithuanian,Expensive,Bushwick,9:00,22:00,FALSE
401,Haag-Keeling,Czech,Cheap,Nolita,9:00,22:00,TRUE
402,Barrows LLC,Kazakh,Expensive,Battery Park City,9:00,22:00,TRUE
403,Lubowitz LLC,Mongolian,Medium,Tribeca,9:00,22:00,FALSE
404,Schultz-Leffler,Korean,Medium,Ridgewood,9:00,22:00,FALSE
405,Deckow-Haley,Bahraini,Expensive,Flatiron District,9:00,22:00,FALSE
406,"Schowalter, Balistreri and Langosh",Ukrainian,Expensive,Chelsea,9:00,22:00,TRUE
407,"Green, Kovacek and Blick",Azerbaijani,Cheap,Lower Manhattan,9:00,22:00,TRUE
408,"Goldner, Schimmel and Buckridge",Cuban,Cheap,Lower Manhattan,9:00,22:00,FALSE
409,"Pfeffer, Bednar and Labadie",Japanese,Medium,Lower East Side,9:00,22:00,FALSE
410,"Kling, Renner and Walker",Malaysian,Cheap,Gramercy,9:00,22:00,FALSE
411,"Armstrong, Kemmer and Glover",Cuban,Cheap,Chinatown,9:00,22:00,FALSE
412,Wyman Group,Estonian,Medium,Hamilton Heights,9:00,22:00,FALSE
413,Lebsack Group,Danish,Medium,West Village,9:00,22:00,TRUE
414,Skiles-Huel,Romanian,Cheap,Upper East Side,9:00,22:00,FALSE
415,Tremblay Inc,Bulgarian,Medium,Park Slope,9:00,22:00,TRUE
416,Ward LLC,Spanish,Cheap,East Harlem,9:00,22:00,FALSE
417,"O'Connell, Schneider and Yundt",Saudi Arabian,Expensive,Rego Park,9:00,22:00,TRUE
418,Yost-Bednar,British,Cheap,Sunnyside,9:00,22:00,TRUE
419,"Mueller, Luettgen and Graham",Swiss,Cheap,Brighton Beach,9:00,22:00,FALSE
420,"Murazik, Fritsch and Kovacek",Nigerian,Expensive,Woodside,9:00,22:00,TRUE
421,Turcotte-Heller,Polish,Cheap,Crown Heights,9:00,22:00,TRUE
422,"Reichel, Champlin and Heidenreich",Jordanian,Expensive,Greenwich Village,9:00,22:00,FALSE
423,DuBuque-Grant,Jordanian,Expensive,Woodside,9:00,22:00,TRUE
424,Thiel-Rice,American,Medium,Bushwick,9:00,22:00,FALSE
425,Wilderman Inc,Uzbek,Cheap,East Harlem,9:00,22:00,TRUE
426,Corwin and Sons,Argentine,Expensive,Bay Ridge,9:00,22:00,FALSE
427,"Balistreri, Kassulke and Jaskolski",Indian,Expensive,Hamilton Heights,9:00,22:00,TRUE
428,"Hodkiewicz, Lindgren and Dicki",Israeli,Cheap,Lower East Side,9:00,22:00,TRUE
429,"Mante, Schaefer and Abshire",Russian,Expensive,Financial District,9:00,22:00,TRUE
430,"Reilly, Gibson and Macejkovic",Kazakh,Cheap,Chelsea,9:00,22:00,TRUE
431,Purdy and Sons,Korean,Expensive,Chelsea,9:00,22:00,FALSE
432,Crooks-Ondricka,Slovenian,Medium,Brighton Beach,9:00,22:00,FALSE
433,"Wisoky, Marvin and Parisian",Ghanaian,Cheap,Long Island City,9:00,22:00,FALSE
434,Corkery and Sons,Chinese,Cheap,Financial District,9:00,22:00,FALSE
435,"Aufderhar, Bayer and Auer",Greek,Medium,SoHo,9:00,22:00,FALSE
436,"Paucek, Rolfson and Langworth",Azerbaijani,Cheap,Crown Heights,9:00,22:00,TRUE
437,Jast Inc,Mediterranean,Expensive,Financial District,9:00,22:00,TRUE
438,Greenholt-Schimmel,Filipino,Cheap,Washington Heights,9:00,22:00,FALSE
439,Altenwerth LLC,Mongolian,Cheap,Park Slope,9:00,22:00,TRUE
440,Fahey Group,Iraqi,Medium,Rego Park,9:00,22:00,TRUE
441,"Windler, Buckridge and Leffler",Peruvian,Cheap,Rego Park,9:00,22:00,TRUE
442,Effertz LLC,Peruvian,Cheap,Jackson Heights,9:00,22:00,FALSE
443,"Vandervort, Greenholt and Predovic",Danish,Medium,Park Slope,9:00,22:00,FALSE
444,Thiel-Kling,Emirati,Expensive,Sutton Place,9:00,22:00,TRUE
445,Abbott-Zulauf,Bahraini,Medium,Bayside,9:00,22:00,TRUE
446,Auer-Fisher,Danish,Medium,Woodside,9:00,22:00,FALSE
447,"O'Kon, Collier and Upton",Egyptian,Expensive,Williamsburg,9:00,22:00,FALSE
448,Windler Inc,Brazilian,Medium,Upper West Side,9:00,22:00,FALSE
449,Bogan-Muller,Finnish,Expensive,Jackson Heights,9:00,22:00,FALSE
450,"Robel, Gorczany and Kunde",Kyrgyz,Medium,Chinatown,9:00,22:00,FALSE
451,Fisher Inc,Nigerian,Expensive,Little Italy,9:00,22:00,TRUE
452,Hoeger LLC,Norwegian,Medium,Upper West Side,9:00,22:00,FALSE
453,Bauch and Sons,Polish,Cheap,Murray Hill,9:00,22:00,TRUE
454,Morissette and Sons,Sri Lankan,Expensive,Times Square,9:00,22:00,TRUE
455,Gottlieb LLC,Slovak,Expensive,Prospect Heights,9:00,22:00,TRUE
456,Beahan Group,Danish,Medium,NoHo,9:00,22:00,FALSE
457,Hilpert and Sons,Argentine,Cheap,Battery Park City,9:00,22:00,TRUE
458,Reichel-Wintheiser,Finnish,Medium,Upper East Side,9:00,22:00,TRUE
459,Predovic LLC,Croatian,Cheap,Elmhurst,9:00,22:00,FALSE
460,Becker-Schiller,Slovak,Medium,Flushing,9:00,22:00,TRUE
461,Wiza Inc,Qatari,Expensive,East Harlem,9:00,22:00,FALSE
462,"O'Connell, Johns and Kohler",Swedish,Medium,Greenpoint,9:00,22:00,TRUE
463,"Block, Marvin and Kassulke",Australian,Cheap,Upper West Side,9:00,22:00,TRUE
464,"Koch, Farrell and Hintz",Bulgarian,Medium,West Village,9:00,22:00,TRUE
465,Mraz LLC,Korean,Expensive,Rego Park,9:00,22:00,FALSE
466,D'Amore-Hegmann,Swiss,Medium,Bensonhurst,9:00,22:00,FALSE
467,Conn Inc,Israeli,Cheap,Flushing,9:00,22:00,FALSE
468,Ryan Group,Brazilian,Expensive,Flatiron District,9:00,22:00,TRUE
469,Hand-Yundt,Japanese,Medium,Astoria,9:00,22:00,TRUE
470,"Hettinger, Renner and Hodkiewicz",Georgian,Medium,Jackson Heights,9:00,22:00,TRUE
471,Reilly Group,Ghanaian,Expensive,Midtown,9:00,22:00,TRUE
472,Heathcote-Bogisich,Danish,Medium,East Village,9:00,22:00,TRUE
473,Macejkovic Inc,Saudi Arabian,Expensive,Financial District,9:00,22:00,TRUE
474,Lesch and Sons,Indian,Expensive,Brighton Beach,9:00,22:00,TRUE
475,Williamson-Gleichner,Swiss,Medium,Midtown,9:00,22:00,TRUE
476,Runte Group,Croatian,Expensive,Rego Park,9:00,22:00,FALSE
477,Brown-Roob,Pakistani,Expensive,Flushing,9:00,22:00,TRUE
478,"Spinka, Ruecker and Borer",Omani,Expensive,Prospect Heights,9:00,22:00,FALSE
479,Thiel-Predovic,Slovak,Cheap,Bensonhurst,9:00,22:00,FALSE
480,Schmidt LLC,Spanish,Cheap,Kips Bay,9:00,22:00,FALSE
481,Daniel Inc,Danish,Medium,Kips Bay,9:00,22:00,TRUE
482,"Marvin, Ferry and Legros",Nepali,Medium,Morningside Heights,9:00,22:00,TRUE
483,Grady LLC,Argentine,Expensive,NoHo,9:00,22:00,TRUE
484,"Towne, Goyette and Halvorson",Palestinian,Cheap,Jamaica,9:00,22:00,TRUE
485,Bednar LLC,Finnish,Cheap,Astoria,9:00,22:00,FALSE
486,"Abbott, Hyatt and Toy",Croatian,Medium,Little Italy,9:00,22:00,FALSE
487,Volkman-Kreiger,Norwegian,Expensive,Forest Hills,9:00,22:00,FALSE
488,"Treutel, Gorczany and Lebsack",Czech,Cheap,Kips Bay,9:00,22:00,FALSE
489,Smitham-Wisoky,Kyrgyz,Cheap,Washington Heights,9:00,22:00,FALSE
490,Gleason-Rodriguez,Sri Lankan,Medium,East Harlem,9:00,22:00,FALSE
491,Williamson-Botsford,Russian,Expensive,SoHo,9:00,22:00,TRUE
492,Donnelly-Gibson,Czech,Expensive,Crown Heights,9:00,22:00,FALSE
493,Barrows-Wisoky,Slovak,Medium,Morningside Heights,9:00,22:00,TRUE
494,Glover and Sons,Swedish,Medium,East Village,9:00,22:00,TRUE
495,"Shanahan, Bogisich and Considine",Australian,Cheap,Rego Park,9:00,22:00,FALSE
496,"Towne, Green and Lueilwitz",Portuguese,Cheap,Little Italy,9:00,22:00,TRUE
497,"Miller, Bernier and Hyatt",Austrian,Cheap,Murray Hill,9:00,22:00,TRUE
498,Tromp-Torphy,Armenian,Cheap,Coney Island,9:00,22:00,FALSE
499,"Sauer, Kemmer and Kassulke",Croatian,Expensive,SoHo,9:00,22:00,FALSE
500,Trantow and Sons,Korean,Expensive,Forest Hills,9:00,22:00,TRUE
501,Walsh-Jaskolski,Omani,Expensive,Murray Hill,9:00,22:00,FALSE
502,"Stoltenberg, Harvey and Torphy",Mongolian,Cheap,Flatbush,9:00,22:00,FALSE
503,Becker Inc,Icelandic,Cheap,NoHo,9:00,22:00,TRUE
504,Fahey-Block,Australian,Cheap,Kips Bay,9:00,22:00,TRUE
505,Becker Group,Afghan,Expensive,Harlem,9:00,22:00,FALSE
506,"Dickens, Bergstrom and Oberbrunner",Saudi Arabian,Expensive,Long Island City,9:00,22:00,TRUE
507,Maggio Group,American,Expensive,Flushing,9:00,22:00,TRUE
508,Wintheiser Inc,Danish,Medium,Inwood,9:00,22:00,TRUE
509,Kertzmann and Sons,Ethiopian,Cheap,Morningside Heights,9:00,22:00,TRUE
510,Bogisich-Fritsch,Pakistani,Cheap,Flatiron District,9:00,22:00,TRUE
511,Armstrong LLC,Italian,Cheap,Lower Manhattan,9:00,22:00,TRUE
512,O'Hara and Sons,Hungarian,Medium,Battery Park City,9:00,22:00,TRUE
513,Glover-Emmerich,Yemeni,Cheap,Sutton Place,9:00,22:00,TRUE
514,Kshlerin-Lockman,Afghan,Medium,Lower East Side,9:00,22:00,FALSE
515,Koelpin-Glover,Israeli,Cheap,Gramercy,9:00,22:00,FALSE
516,"Cassin, Hane and Wilderman",Qatari,Cheap,Crown Heights,9:00,22:00,TRUE
517,"Schimmel, Hettinger and Toy",Saudi Arabian,Cheap,Battery Park City,9:00,22:00,TRUE
518,Orn-Bayer,Bulgarian,Medium,Coney Island,9:00,22:00,TRUE
519,"Welch, Nolan and Windler",Korean,Cheap,Bayside,9:00,22:00,TRUE
520,"Nicolas, Thompson and Wiegand",Peruvian,Expensive,Astoria,9:00,22:00,FALSE
521,"Zboncak, Smitham and Metz",Romanian,Cheap,Hell's Kitchen,9:00,22:00,FALSE
522,"Kutch, Kuhic and Dare",Emirati,Medium,East Village,9:00,22:00,FALSE
523,Huel-Botsford,Danish,Expensive,Crown Heights,9:00,22:00,TRUE
524,"Swaniawski, Goodwin and Gibson",Hungarian,Expensive,Chinatown,9:00,22:00,FALSE
525,Parisian Inc,Indian,Expensive,Bensonhurst,9:00,22:00,TRUE
526,Robel-Kemmer,Georgian,Cheap,Hamilton Heights,9:00,22:00,FALSE
527,"Mosciski, Schneider and Hilpert",Argentine,Expensive,Tribeca,9:00,22:00,TRUE
528,Kilback and Sons,Lithuanian,Cheap,Flatiron District,9:00,22:00,TRUE
529,Wilderman-Gulgowski,Russian,Cheap,Rego Park,9:00,22:00,TRUE
530,Casper Group,Slovenian,Medium,NoHo,9:00,22:00,FALSE
531,"Rutherford, Nicolas and Trantow",Indian,Medium,SoHo,9:00,22:00,TRUE
532,"Feest, Kovacek and Bechtelar",Ukrainian,Cheap,Crown Heights,9:00,22:00,FALSE
533,Shanahan-Rosenbaum,Russian,Cheap,Jamaica,9:00,22:00,FALSE
534,Beatty Group,Filipino,Cheap,Murray Hill,9:00,22:00,FALSE
535,Stroman and Sons,Kyrgyz,Cheap,East Village,9:00,22:00,FALSE
536,"Dare, Paucek and Swaniawski",Lithuanian,Cheap,Elmhurst,9:00,22:00,FALSE
537,O'Kon-Monahan,German,Cheap,NoHo,9:00,22:00,TRUE
538,Lebsack Inc,Iraqi,Expensive,Bushwick,9:00,22:00,FALSE
539,"Ebert, Erdman and Rippin",Yemeni,Expensive,Chinatown,9:00,22:00,FALSE
540,Blick-Braun,Greek,Cheap,Lower East Side,9:00,22:00,FALSE
541,Schmidt LLC,Bahraini,Expensive,Flatiron District,9:00,22:00,TRUE
542,Gusikowski Group,Caribbean,Expensive,Elmhurst,9:00,22:00,FALSE
543,Kemmer Inc,Spanish,Expensive,Flatiron District,9:00,22:00,TRUE
544,Volkman and Sons,Pakistani,Medium,Bayside,9:00,22:00,FALSE
545,"Hegmann, Gleason and Kertzmann",Israeli,Expensive,Lower East Side,9:00,22:00,TRUE
546,Bergnaum-Wilkinson,Italian,Expensive,Times Square,9:00,22:00,FALSE
547,Heathcote and Sons,Hungarian,Expensive,Long Island City,9:00,22:00,TRUE
548,"Schaefer, King and Gleichner",Norwegian,Medium,East Harlem,9:00,22:00,FALSE
549,"McDermott, King and Wisoky",Czech,Cheap,Chinatown,9:00,22:00,TRUE
550,Yost LLC,Czech,Expensive,Astoria,9:00,22:00,FALSE
551,"Torphy, Goldner and Koch",Caribbean,Cheap,Coney Island,9:00,22:00,FALSE
552,Frami LLC,Caribbean,Medium,Harlem,9:00,22:00,TRUE
553,Beer-Keebler,Lithuanian,Cheap,Nolita,9:00,22:00,TRUE
554,Nikolaus-Mertz,Qatari,Expensive,Forest Hills,9:00,22:00,FALSE
555,Corkery Inc,Finnish,Cheap,Rego Park,9:00,22:00,FALSE
556,Schoen Inc,Nepali,Medium,Kips Bay,9:00,22:00,FALSE
557,Lueilwitz-Lubowitz,Icelandic,Expensive,Chelsea,9:00,22:00,TRUE
558,Mitchell-Feeney,Korean,Medium,Chinatown,9:00,22:00,TRUE
559,"Walker, Nikolaus and Aufderhar",Filipino,Expensive,Little Italy,9:00,22:00,TRUE
560,"Boyle, Swift and Roob",Ethiopian,Expensive,Rego Park,9:00,22:00,TRUE
561,"Marks, Adams and Welch",Cuban,Medium,Williamsburg,9:00,22:00,FALSE
562,Koss-Borer,Russian,Medium,Battery Park City,9:00,22:00,TRUE
563,Feil-Boehm,Chinese,Expensive,Kips Bay,9:00,22:00,FALSE
564,Runolfsson-Murphy,Yemeni,Expensive,East Harlem,9:00,22:00,TRUE
565,Gulgowski and Sons,Finnish,Cheap,Hamilton Heights,9:00,22:00,TRUE
566,Ebert LLC,Chinese,Medium,Greenwich Village,9:00,22:00,FALSE
567,Emmerich-Heidenreich,Swedish,Expensive,Little Italy,9:00,22:00,FALSE
568,Hegmann-Keebler,Nigerian,Medium,Flatiron District,9:00,22:00,FALSE
569,Johnson-Roberts,Ukrainian,Cheap,Flushing,9:00,22:00,TRUE
570,"Robel, Konopelski and West",Czech,Expensive,Washington Heights,9:00,22:00,FALSE
571,"Lowe, Stehr and Brown",French,Medium,Hell's Kitchen,9:00,22:00,FALSE
572,Schmidt-Ruecker,Lithuanian,Cheap,Hamilton Heights,9:00,22:00,FALSE
573,Wintheiser Group,Latvian,Expensive,Chelsea,9:00,22:00,TRUE
574,"Kessler, Douglas and Yundt",French,Medium,Greenpoint,9:00,22:00,FALSE
575,"Hamill, Aufderhar and Hills",Lebanese,Medium,Sutton Place,9:00,22:00,FALSE
576,Baumbach LLC,Estonian,Medium,SoHo,9:00,22:00,TRUE
577,Jast and Sons,Chinese,Expensive,Brighton Beach,9:00,22:00,TRUE
578,Conroy Inc,Finnish,Expensive,Washington Heights,9:00,22:00,TRUE
579,Kiehn and Sons,Czech,Cheap,Flushing,9:00,22:00,FALSE
580,Cormier-Mertz,Nigerian,Cheap,Financial District,9:00,22:00,FALSE
581,"Boyle, Yost and Orn",Omani,Cheap,Little Italy,9:00,22:00,FALSE
582,"Roberts, Wunsch and Anderson",Portuguese,Cheap,Gramercy,9:00,22:00,FALSE
583,Huels Inc,Australian,Cheap,Hell's Kitchen,9:00,22:00,TRUE
584,Schaden Inc,South African,Cheap,Bay Ridge,9:00,22:00,TRUE
585,"Becker, Pollich and Mueller",Lithuanian,Expensive,Murray Hill,9:00,22:00,TRUE
586,Paucek-Daugherty,Jordanian,Expensive,Long Island City,9:00,22:00,TRUE
587,"Jast, Borer and Kovacek",Lebanese,Medium,Upper West Side,9:00,22:00,FALSE
588,Pouros and Sons,Jordanian,Medium,Bay Ridge,9:00,22:00,FALSE
589,West Group,Indonesian,Expensive,Chinatown,9:00,22:00,FALSE
590,Kilback-Schinner,Lebanese,Cheap,Kips Bay,9:00,22:00,TRUE
591,Bosco-Hayes,Nigerian,Cheap,Flushing,9:00,22:00,TRUE
592,Orn-Weissnat,Latvian,Medium,Astoria,9:00,22:00,TRUE
593,"Dooley, Dickens and Emmerich",Malaysian,Expensive,Bensonhurst,9:00,22:00,FALSE
594,Grimes-Gleichner,Thai,Medium,Harlem,9:00,22:00,FALSE
595,Pfannerstill Group,Russian,Cheap,Murray Hill,9:00,22:00,FALSE
596,D'Amore-Mayert,Caribbean,Cheap,Flushing,9:00,22:00,FALSE
597,Howe-Brakus,Argentine,Cheap,Midtown,9:00,22:00,FALSE
598,Tremblay-Koelpin,Caribbean,Medium,Park Slope,9:00,22:00,TRUE
599,Feest-Crooks,Sri Lankan,Cheap,East Harlem,9:00,22:00,TRUE
600,Beer-Davis,Mongolian,Expensive,Bensonhurst,9:00,22:00,TRUE
601,"Willms, Toy and Fay",Kenyan,Cheap,NoHo,9:00,22:00,TRUE
602,Reichert-Spencer,Hungarian,Cheap,Murray Hill,9:00,22:00,FALSE
603,"Wolff, Mosciski and Beatty",Kyrgyz,Expensive,Lower East Side,9:00,22:00,FALSE
604,Boyer and Sons,Ethiopian,Cheap,Bushwick,9:00,22:00,FALSE
605,Hand-White,Russian,Medium,Jackson Heights,9:00,22:00,FALSE
606,Conn Inc,Icelandic,Medium,Long Island City,9:00,22:00,FALSE
607,"Kshlerin, Hartmann and Cormier",Palestinian,Medium,Coney Island,9:00,22:00,FALSE
608,Schmeler LLC,Nigerian,Cheap,Washington Heights,9:00,22:00,TRUE
609,Lebsack Group,Azerbaijani,Medium,Lower Manhattan,9:00,22:00,TRUE
610,Oberbrunner-Tremblay,Bangladeshi,Cheap,Midtown,9:00,22:00,FALSE
611,Kulas Inc,Malaysian,Expensive,Bedford-Stuyvesant,9:00,22:00,FALSE
612,"Lubowitz, Wolf and Kirlin",Peruvian,Medium,Sunnyside,9:00,22:00,TRUE
613,Bednar Inc,Moroccan,Medium,Little Italy,9:00,22:00,TRUE
614,"Larkin, Maggio and Wintheiser",Iraqi,Medium,Greenwich Village,9:00,22:00,FALSE
615,Ankunding Group,Lithuanian,Cheap,Bushwick,9:00,22:00,TRUE
616,Abshire LLC,Palestinian,Medium,Financial District,9:00,22:00,TRUE
617,"Keebler, Cartwright and Harris",Bahraini,Cheap,Bedford-Stuyvesant,9:00,22:00,FALSE
618,Bartell and Sons,Azerbaijani,Expensive,NoHo,9:00,22:00,TRUE
619,O'Conner-Bayer,Saudi Arabian,Expensive,Financial District,9:00,22:00,FALSE
620,"Yundt, Harber and Abbott",Bulgarian,Cheap,Inwood,9:00,22:00,FALSE
621,"O'Kon, Bode and Prosacco",Cuban,Medium,Woodside,9:00,22:00,TRUE
622,Daugherty Inc,German,Cheap,Jackson Heights,9:00,22:00,TRUE
623,Yundt-Prohaska,Israeli,Medium,Kips Bay,9:00,22:00,TRUE
624,Ryan-Larson,Yemeni,Cheap,Lower East Side,9:00,22:00,FALSE
625,McGlynn-Murphy,Moroccan,Medium,Hell's Kitchen,9:00,22:00,TRUE
626,Casper Group,Mongolian,Cheap,Crown Heights,9:00,22:00,FALSE
627,Connelly-Waters,Malaysian,Medium,Times Square,9:00,22:00,FALSE
628,"Larson, Toy and Dooley",Lebanese,Cheap,Bayside,9:00,22:00,FALSE
629,Jacobs-D'Amore,French,Medium,Flatbush,9:00,22:00,TRUE
630,Hilll LLC,Hungarian,Cheap,Lower East Side,9:00,22:00,FALSE
631,"Stiedemann, Hauck and Nolan",Peruvian,Cheap,Upper East Side,9:00,22:00,FALSE
632,"Bosco, Medhurst and Marvin",Portuguese,Expensive,Times Square,9:00,22:00,FALSE
633,Thiel-Cummings,British,Expensive,Greenwich Village,9:00,22:00,TRUE
634,Haag-Douglas,American,Expensive,Coney Island,9:00,22:00,TRUE
635,Waters and Sons,Slovenian,Medium,Williamsburg,9:00,22:00,TRUE
636,"Wilderman, Sawayn and Rosenbaum",German,Expensive,Nolita,9:00,22:00,FALSE
637,Ruecker LLC,Ghanaian,Cheap,Astoria,9:00,22:00,FALSE
638,"Hilll, Wuckert and Konopelski",Georgian,Medium,Sunnyside,9:00,22:00,TRUE
639,"Ryan, Rogahn and Emmerich",Mongolian,Medium,Chinatown,9:00,22:00,FALSE
640,McCullough-Howe,German,Cheap,Crown Heights,9:00,22:00,FALSE
641,Wunsch-Yost,Saudi Arabian,Expensive,Tribeca,9:00,22:00,TRUE
642,"Nolan, Leffler and Cormier",Chinese,Medium,Chinatown,9:00,22:00,TRUE
643,Halvorson-Bergnaum,Nepali,Medium,Harlem,9:00,22:00,TRUE
